"collection_type","collection_year","cruise_number","date_collected","final_age","length","read_age","readability","region","sex","species_code","specimen","test_age","vessel_code","weight","description","common_name"
"survey",2018,201801,"2018-07-02 06:57:11",2,290,2,1,"Bering Sea",2,21740,413,NA,162,156,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 09:49:43",5,440,5,2,"Bering Sea",1,21740,414,4,162,588,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 09:49:43",5,450,5,1,"Bering Sea",1,21740,415,NA,162,586,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 09:49:43",5,440,5,1,"Bering Sea",1,21740,416,NA,162,474,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 09:49:43",5,440,5,1,"Bering Sea",2,21740,417,NA,162,608,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 09:49:43",4,370,4,1,"Bering Sea",2,21740,418,NA,162,374,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 12:13:10",6,490,6,2,"Bering Sea",1,21740,419,6,162,790,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 12:13:10",5,440,5,1,"Bering Sea",1,21740,420,NA,162,590,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 12:13:10",5,450,5,2,"Bering Sea",2,21740,421,NA,162,628,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 12:13:10",6,480,6,1,"Bering Sea",2,21740,422,NA,162,756,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 12:13:10",5,420,5,1,"Bering Sea",2,21740,423,5,162,488,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 16:45:14",5,450,5,1,"Bering Sea",1,21740,424,NA,162,542,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 16:45:14",5,470,5,2,"Bering Sea",1,21740,425,NA,162,614,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 16:45:14",5,470,5,2,"Bering Sea",1,21740,426,NA,162,684,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 16:45:14",7,480,7,2,"Bering Sea",1,21740,427,NA,162,650,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-02 16:45:14",5,470,5,1,"Bering Sea",2,21740,428,5,162,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 06:57:32",5,430,5,2,"Bering Sea",1,21740,429,NA,162,584,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 06:57:32",8,450,8,2,"Bering Sea",1,21740,430,NA,162,516,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 06:57:32",5,430,5,1,"Bering Sea",1,21740,431,NA,162,518,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 06:57:32",15,520,15,2,"Bering Sea",1,21740,432,NA,162,676,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 06:57:32",6,450,8,2,"Bering Sea",2,21740,433,6,162,632,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 11:04:31",4,360,4,2,"Bering Sea",1,21740,434,NA,162,324,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 11:04:31",5,460,5,1,"Bering Sea",1,21740,435,NA,162,718,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 11:04:31",10,510,10,2,"Bering Sea",1,21740,436,NA,162,720,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 11:04:31",6,410,6,2,"Bering Sea",1,21740,437,NA,162,456,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 11:04:31",5,440,5,1,"Bering Sea",2,21740,438,5,162,556,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 13:18:58",6,450,6,2,"Bering Sea",1,21740,439,NA,162,636,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 13:18:58",6,510,6,2,"Bering Sea",1,21740,440,NA,162,866,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 13:18:58",8,520,8,2,"Bering Sea",2,21740,441,NA,162,918,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 13:18:58",5,440,5,1,"Bering Sea",2,21740,442,NA,162,588,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 13:18:58",5,430,5,2,"Bering Sea",2,21740,443,6,162,556,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 15:18:54",6,490,6,2,"Bering Sea",2,21740,444,NA,162,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 15:18:54",9,480,9,2,"Bering Sea",2,21740,445,NA,162,678,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 15:18:54",9,510,9,2,"Bering Sea",1,21740,446,NA,162,742,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 15:18:54",9,480,9,2,"Bering Sea",1,21740,447,NA,162,650,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-03 15:18:54",5,410,5,1,"Bering Sea",1,21740,448,5,162,476,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 11:24:48",10,540,10,2,"Bering Sea",1,21740,449,NA,162,912,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 11:24:48",6,480,6,2,"Bering Sea",1,21740,450,NA,162,686,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 11:24:48",2,270,2,1,"Bering Sea",1,21740,451,2,162,144,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 11:24:48",5,460,5,2,"Bering Sea",2,21740,452,NA,162,722,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 11:24:48",5,420,5,1,"Bering Sea",2,21740,453,NA,162,524,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 14:06:57",10,580,10,2,"Bering Sea",1,21740,454,NA,162,1102,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 14:06:57",5,440,5,2,"Bering Sea",2,21740,455,NA,162,638,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 14:06:57",6,470,6,2,"Bering Sea",2,21740,456,6,162,806,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 14:06:57",6,480,6,1,"Bering Sea",2,21740,457,NA,162,702,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-05 14:06:57",5,430,5,2,"Bering Sea",2,21740,458,NA,162,534,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 10:02:20",6,470,6,2,"Bering Sea",1,21740,459,NA,162,806,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 10:02:20",6,470,6,2,"Bering Sea",2,21740,460,NA,162,768,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 10:02:20",7,490,7,2,"Bering Sea",2,21740,461,7,162,802,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 10:02:20",9,520,9,2,"Bering Sea",2,21740,462,NA,162,876,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 10:02:20",9,560,9,2,"Bering Sea",2,21740,463,NA,162,1172,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 13:04:26",7,500,7,2,"Bering Sea",2,21740,464,NA,162,928,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 13:04:26",6,440,6,2,"Bering Sea",2,21740,465,NA,162,744,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 13:04:26",5,420,5,1,"Bering Sea",2,21740,466,5,162,470,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 13:04:26",6,490,6,2,"Bering Sea",2,21740,467,NA,162,778,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 13:04:26",3,310,3,2,"Bering Sea",1,21740,468,NA,162,228,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 15:39:00",6,460,6,2,"Bering Sea",1,21740,469,NA,162,644,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 15:39:00",7,480,7,2,"Bering Sea",1,21740,470,NA,162,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 15:39:00",8,470,8,2,"Bering Sea",1,21740,471,8,162,786,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 15:39:00",5,440,5,2,"Bering Sea",2,21740,472,NA,162,564,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-06 15:39:00",7,510,7,2,"Bering Sea",2,21740,473,NA,162,858,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 09:43:28",19,710,19,2,"Bering Sea",1,21740,474,NA,162,1744,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 09:43:28",6,450,6,2,"Bering Sea",1,21740,475,NA,162,548,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 09:43:28",10,570,10,2,"Bering Sea",1,21740,476,10,162,1122,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 09:43:28",10,550,10,2,"Bering Sea",2,21740,477,NA,162,906,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 09:43:28",6,450,6,2,"Bering Sea",2,21740,478,NA,162,604,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 12:13:19",8,530,8,2,"Bering Sea",1,21740,479,NA,162,846,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 12:13:19",8,480,8,2,"Bering Sea",2,21740,480,NA,162,600,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 12:13:19",5,430,5,2,"Bering Sea",2,21740,481,NA,162,598,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 12:13:19",2,250,2,1,"Bering Sea",2,21740,482,2,162,104,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 12:13:19",7,490,7,2,"Bering Sea",2,21740,483,NA,162,748,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 14:46:04",22,680,22,2,"Bering Sea",1,21740,484,NA,162,1340,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 14:46:04",10,540,10,2,"Bering Sea",2,21740,485,NA,162,990,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 14:46:04",5,410,5,1,"Bering Sea",2,21740,486,NA,162,426,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 14:46:04",11,520,11,2,"Bering Sea",2,21740,487,9,162,764,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 14:46:04",5,430,5,2,"Bering Sea",2,21740,488,NA,162,502,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 17:17:00",6,430,6,2,"Bering Sea",1,21740,489,NA,162,586,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 17:17:00",6,440,6,1,"Bering Sea",2,21740,490,NA,162,524,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 17:17:00",11,620,11,2,"Bering Sea",2,21740,491,NA,162,1422,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 17:17:00",2,240,2,1,"Bering Sea",2,21740,492,2,162,90,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-07 17:17:00",6,460,6,2,"Bering Sea",2,21740,493,NA,162,590,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 07:06:56",6,430,6,2,"Bering Sea",2,21740,494,NA,162,500,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 07:06:56",7,550,7,2,"Bering Sea",2,21740,495,NA,162,930,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 07:06:56",6,490,6,2,"Bering Sea",2,21740,496,NA,162,666,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 09:14:17",6,510,6,2,"Bering Sea",1,21740,497,6,162,678,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 09:14:17",6,490,6,2,"Bering Sea",2,21740,498,NA,162,672,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 09:14:17",4,430,4,1,"Bering Sea",1,21740,499,NA,162,516,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 11:14:20",6,490,6,2,"Bering Sea",1,21740,500,NA,162,598,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 11:14:20",11,600,11,2,"Bering Sea",1,21740,501,NA,162,1168,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 11:14:20",9,470,9,2,"Bering Sea",2,21740,502,9,162,634,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 13:18:59",9,510,9,2,"Bering Sea",2,21740,503,NA,162,712,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 13:18:59",10,560,10,2,"Bering Sea",2,21740,504,NA,162,1042,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-08 13:18:59",9,490,9,2,"Bering Sea",2,21740,505,NA,162,634,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 07:12:00",5,470,5,2,"Bering Sea",1,21740,506,NA,162,622,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 07:12:00",9,470,10,2,"Bering Sea",1,21740,507,11,162,568,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 07:12:00",5,460,5,1,"Bering Sea",2,21740,508,NA,162,538,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 07:12:00",5,440,5,1,"Bering Sea",2,21740,509,NA,162,542,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 07:12:00",2,180,2,2,"Bering Sea",2,21740,510,NA,162,32,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 09:42:54",5,440,5,1,"Bering Sea",1,21740,511,5,162,566,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 09:42:54",6,450,6,1,"Bering Sea",1,21740,512,NA,162,654,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 09:42:54",8,500,8,2,"Bering Sea",1,21740,513,NA,162,766,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 09:42:54",8,520,8,2,"Bering Sea",2,21740,514,NA,162,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 09:42:54",2,230,2,1,"Bering Sea",2,21740,515,NA,162,74,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:45:48",10,540,10,2,"Bering Sea",1,21740,516,10,162,994,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:45:48",5,420,5,1,"Bering Sea",2,21740,517,NA,162,506,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:45:48",6,440,6,2,"Bering Sea",2,21740,518,NA,162,498,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:45:48",6,490,6,2,"Bering Sea",2,21740,519,NA,162,856,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:45:48",1,150,1,1,"Bering Sea",2,21740,520,NA,162,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 13:57:42",8,500,8,2,"Bering Sea",1,21740,521,8,162,824,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 13:57:42",7,500,7,2,"Bering Sea",1,21740,522,NA,162,894,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 13:57:42",2,230,2,1,"Bering Sea",1,21740,523,NA,162,94,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 13:57:42",10,620,10,2,"Bering Sea",2,21740,524,NA,162,1482,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 13:57:42",1,160,1,1,"Bering Sea",2,21740,525,NA,162,30,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:03:07",10,590,11,2,"Bering Sea",1,21740,526,10,162,1144,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:03:07",6,460,6,1,"Bering Sea",1,21740,527,NA,162,610,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:03:07",6,500,6,1,"Bering Sea",2,21740,528,NA,162,978,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:03:07",2,230,2,1,"Bering Sea",2,21740,529,NA,162,96,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:03:07",2,210,2,2,"Bering Sea",2,21740,530,NA,162,63,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 13:12:03",5,460,5,2,"Bering Sea",1,21740,531,5,162,608,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 13:12:03",8,500,8,2,"Bering Sea",1,21740,532,NA,162,900,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 13:12:03",5,430,5,1,"Bering Sea",1,21740,533,NA,162,512,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 13:12:03",2,230,2,1,"Bering Sea",1,21740,534,NA,162,86,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 13:12:03",7,460,7,2,"Bering Sea",2,21740,535,NA,162,554,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-12 07:05:46",5,380,5,1,"Bering Sea",1,21740,536,5,162,364,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-12 07:05:46",6,410,6,1,"Bering Sea",1,21740,537,NA,162,486,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-12 07:05:46",1,170,1,1,"Bering Sea",1,21740,538,NA,162,36,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-12 07:05:46",6,520,6,2,"Bering Sea",2,21740,539,NA,162,1106,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-12 07:05:46",1,160,1,1,"Bering Sea",2,21740,540,NA,162,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",5,420,5,1,"Bering Sea",2,21740,541,5,162,580,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",5,470,5,1,"Bering Sea",2,21740,542,NA,162,576,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",8,460,8,2,"Bering Sea",1,21740,543,NA,162,700,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",9,510,9,2,"Bering Sea",1,21740,544,NA,162,1004,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",8,440,8,2,"Bering Sea",1,21740,545,NA,162,606,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 14:27:32",1,170,1,1,"Bering Sea",1,21740,546,1,162,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:11:35",1,170,1,1,"Bering Sea",2,21740,547,NA,162,32,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:11:35",1,170,1,1,"Bering Sea",2,21740,548,NA,162,34,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:11:35",1,180,1,1,"Bering Sea",2,21740,549,NA,162,46,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:11:35",5,460,5,1,"Bering Sea",2,21740,550,NA,162,562,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:11:35",1,170,1,1,"Bering Sea",1,21740,551,1,162,32,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:57:30",10,490,10,2,"Bering Sea",1,21740,552,NA,162,880,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:57:30",1,170,1,1,"Bering Sea",1,21740,553,NA,162,34,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:29:51",6,450,6,2,"Bering Sea",2,21740,554,NA,162,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:29:51",5,390,5,1,"Bering Sea",1,21740,555,NA,162,426,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:29:51",6,450,6,2,"Bering Sea",2,21740,556,6,162,634,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:29:51",10,500,10,2,"Bering Sea",1,21740,557,NA,162,884,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:29:51",5,440,5,2,"Bering Sea",2,21740,558,NA,162,648,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 19:05:50",5,440,5,1,"Bering Sea",1,21740,559,NA,162,650,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 19:05:50",5,450,5,1,"Bering Sea",1,21740,560,NA,162,712,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
